,alg,p,dim,maze
10,e_astar,0.2,20,"[[0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0]
 [0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1]
 [0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0]
 [1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0]
 [0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1]
 [1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1]
 [1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0]
 [1 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0]]"
11,m_astar,0.2,20,"[[0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0]
 [0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1]
 [0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0]
 [1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0]
 [0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1]
 [1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1]
 [1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0]
 [1 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0]]"
12,dfs,0.2,20,"[[0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1]
 [1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0]
 [0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0]
 [0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1]
 [0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1]
 [1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 1]
 [1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0]
 [1 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0 1 1 0 1]
 [0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]"
13,bfs,0.2,20,"[[0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1]
 [1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0]
 [0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0]
 [0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1]
 [0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1]
 [1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 1]
 [1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0]
 [1 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0 1 1 0 1]
 [0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]"
14,e_astar,0.2,20,"[[0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1]
 [1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0]
 [0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0]
 [0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1]
 [0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1]
 [1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 1]
 [1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0]
 [1 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0 1 1 0 1]
 [0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]"
15,m_astar,0.2,20,"[[0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1]
 [1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0]
 [0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0]
 [0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0]
 [1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0]
 [0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1]
 [0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
 [0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1]
 [1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 1]
 [1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0]
 [1 1 0 0 1 1 0 0 1 0 1 1 0 0 0 0 1 1 0 1]
 [0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0]]"
16,dfs,0.2,20,"[[0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0]
 [1 0 1 1 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
 [1 1 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 1 0]
 [0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1]
 [0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
 [0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1]
 [0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0]
 [0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1]
 [0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0]]"
17,bfs,0.2,20,"[[0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0]
 [1 0 1 1 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
 [1 1 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 1 0]
 [0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1]
 [0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
 [0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1]
 [0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0]
 [0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1]
 [0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0]]"
18,e_astar,0.2,20,"[[0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0]
 [1 0 1 1 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
 [1 1 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 1 0]
 [0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1]
 [0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
 [0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1]
 [0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0]
 [0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1]
 [0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0]]"
19,m_astar,0.2,20,"[[0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0]
 [1 0 1 1 0 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
 [1 1 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 1 0]
 [0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 1 0 0 0]
 [0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1]
 [0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0]
 [0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
 [0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1]
 [0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0]
 [0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1]
 [0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0]]"
20,dfs,0.2,20,"[[0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0]
 [1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
 [0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
 [1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0]
 [1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1]
 [0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1]
 [1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0]
 [1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0]
 [0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0]
 [0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0]
 [0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1]
 [0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0]]"
21,bfs,0.2,20,"[[0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0]
 [1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
 [0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
 [1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0]
 [1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1]
 [0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1]
 [1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0]
 [1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0]
 [0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0]
 [0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0]
 [0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1]
 [0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0]]"
22,e_astar,0.2,20,"[[0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0]
 [1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
 [0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
 [1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0]
 [1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1]
 [0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1]
 [1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0]
 [1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0]
 [0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0]
 [0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0]
 [0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1]
 [0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0]]"
23,m_astar,0.2,20,"[[0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0]
 [1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
 [0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0]
 [0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
 [1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0]
 [0 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0]
 [1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1]
 [0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1]
 [1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0]
 [1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0]
 [0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0]
 [0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0]
 [0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1]
 [0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0]]"
24,dfs,0.2,20,"[[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0]
 [1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0]
 [0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1]
 [0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1]
 [0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 0]
 [1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0]
 [0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1]
 [0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0]
 [0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0]
 [1 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1]
 [0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0]
 [0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0]
 [1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1]
 [0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0]]"
